cpu1,cpu2,cpu3,cpu4,cpu5,cpu6,cpu7,cpu8,percent,used,active,buffers,cached,shared,value
5.9,0,0,100,5.9,2,6.1,0,50.8,1641000960,969957376,446332928,3160023040,1244733440,1
7.7,2,0,100,13.2,2,11.5,0,50.8,1640984576,969965568,446332928,3160039424,1244733440,1
14.5,0,0,100,3.9,5.9,4,2,50.8,1640984576,969965568,446332928,3160039424,1244733440,1
9.8,3.9,0,100,2,5.9,2,2,50.8,1640984576,969965568,446332928,3160039424,1244733440,1
9.8,2,2,100,7.8,2,6,2,50.8,1640984576,969965568,446332928,3160039424,1244733440,1
7.8,0,2,100,2,2,5.9,5.8,50.8,1640984576,969965568,446332928,3160039424,1244733440,1
7.5,4.1,0,100,6,5.8,2,4,50.8,1641242624,969965568,446332928,3160039424,1244733440,1
4,4.1,0,100,2,0,4.1,2,50.8,1641242624,969965568,446332928,3160039424,1244733440,1
14.3,2,5.8,100,2.1,2,13.2,2,50.8,1641238528,969965568,446332928,3160043520,1244733440,1
8,2,2,100,7.7,0,6,0,50.8,1640710144,969973760,446341120,3160047616,1244733440,1
3.9,7.8,0,100,0,2,5.9,0,50.8,1640767488,969973760,446341120,3160047616,1244733440,1
5.9,4,0,100,7.7,2,0,5.8,50.8,1641226240,969973760,446341120,3160047616,1244733440,1
11.3,7.7,2,100,6,2,4,2,50.8,1641283584,969973760,446341120,3160047616,1244733440,1
9.4,2,4,100,9.6,5.7,5.9,0,50.8,1641226240,969973760,446341120,3160047616,1244733440,1
2,11.3,3.8,100,7.7,3.8,2.1,2,50.8,1641226240,969973760,446341120,3160047616,1244733440,1
7.8,2,0,100,6.1,2,8,2,50.8,1641226240,969973760,446341120,3160047616,1244733440,1
7.8,2,2,100,4,2,9.4,3.9,50.8,1641226240,969973760,446341120,3160047616,1244733440,1
9.8,5.8,7.7,100,4,4,2.1,5.8,50.8,1641226240,969973760,446341120,3160047616,1244733440,1
7.7,2,2,100,9.6,0,2,4,50.8,1641283584,969973760,446341120,3160047616,1244733440,1
7.8,5.8,5.8,100,4,5.8,5.9,2,50.8,1641213952,969973760,446349312,3160051712,1244733440,1
6,2,0,100,5.9,0,0,5.8,50.8,1641213952,969973760,446349312,3160051712,1244733440,1
6,0,0,100,2,0,2.1,2,50.8,1641213952,969973760,446349312,3160051712,1244733440,1
7.7,0,3.8,100,2.1,3.9,4.1,3.9,50.8,1641213952,969973760,446349312,3160051712,1244733440,1
7.8,5.8,2,100,9.6,3.9,2,3.8,50.8,1641213952,969981952,446349312,3160051712,1244733440,1
4.1,3.8,3.8,100,2,0,4.1,9.4,50.8,1641472000,969981952,446349312,3160051712,1244733440,1
6,2,3.9,100,6,0,4,3.9,50.8,1641472000,969981952,446349312,3160051712,1244733440,1
5.9,0,2,100,4,0,8,5.8,50.8,1641472000,969981952,446349312,3160051712,1244733440,1
7.7,3.9,2,100,11.3,0,2,2,50.8,1641472000,969981952,446349312,3160051712,1244733440,1
8,0,0,100,4.1,2,6.1,0,50.8,1641472000,969981952,446349312,3160051712,1244733440,1
7.5,4.1,7.7,100,4,2,11.3,4.1,50.8,1641467904,969981952,446357504,3160047616,1244733440,1
5.8,0,2,100,4,2,4,7.7,50.8,1641467904,969981952,446357504,3160047616,1244733440,1
7.7,2,0,100,4.1,5.8,9.6,0,50.8,1641459712,969981952,446357504,3160055808,1244733440,1
7.8,4,0,100,9.4,7.5,7.7,5.9,50.8,1641459712,969986048,446357504,3160055808,1244733440,1
4,2,0,100,0,7.8,9.4,6,50.8,1641459712,969986048,446357504,3160055808,1244733440,1
11.5,9.4,4,100,4,3.9,11.1,4,50.8,1640943616,969986048,446357504,3160055808,1244733440,1
13.5,3.9,2,100,7.8,2,2.1,2,50.8,1640943616,969986048,446357504,3160055808,1244733440,1
4,2,2,100,4.2,2,0,2,50.8,1640943616,969986048,446357504,3160055808,1244733440,1
4.1,4,2,100,4,4,7.8,3.9,50.8,1640939520,969986048,446357504,3160059904,1244733440,1
5.9,4,5.8,100,0,2,11.3,2,50.8,1640939520,969986048,446357504,3160059904,1244733440,1
9.4,3.9,2,100,16.1,5.8,4.1,2,50.8,1641185280,969990144,446365696,3160064000,1244733440,1
2.1,7.7,2,100,9.6,2,9.6,2,50.8,1641242624,969990144,446365696,3160064000,1244733440,1
9.8,5.9,2,100,14.8,2,2.1,0,50.8,1641185280,969990144,446365696,3160064000,1244733440,1
13,4,0,100,4,0,5.9,5.9,50.8,1641185280,969990144,446365696,3160064000,1244733440,1
14.8,3.9,0,100,2,2.1,9.6,5.8,50.8,1641185280,969998336,446365696,3160064000,1244733440,1
4.1,2,0,100,7.7,2,4.1,2,50.8,1641185280,969998336,446365696,3160064000,1244733440,1
9.8,3.9,2,100,7.7,3.8,5.9,0,50.8,1641185280,969998336,446365696,3160064000,1244733440,1
4.2,2,0,100,4,2,0,2,50.8,1641299968,969998336,446365696,3160064000,1244733440,1
2,3.9,3.9,100,9.6,2,2,0,50.8,1641181184,969998336,446365696,3160068096,1244733440,1
0,0,3.8,100,4,0,14.8,2,50.8,1641181184,969998336,446365696,3160068096,1244733440,1
15.8,7.7,7.8,100,2,3.9,6,0,50.8,1641177088,969998336,446373888,3160064000,1244737536,1
4,0,6,100,4,3.9,7.7,0,50.8,1641177088,969998336,446373888,3160064000,1244737536,1
8,5.9,5.8,100,7.5,2,5.9,2,50.8,1641164800,969998336,446373888,3160076288,1244737536,1
13,3.9,2,100,4.1,0,4,7.4,50.8,1641422848,969998336,446373888,3160076288,1244737536,1
13.2,3.8,0,100,2,2,7.8,2,50.8,1641422848,969998336,446373888,3160076288,1244737536,1
9.6,4.1,0,100,4,2,2,0,50.8,1641422848,969998336,446373888,3160076288,1244737536,1
14.5,5.9,3.9,100,11.5,2,9.6,7.7,50.8,1641418752,970006528,446373888,3160080384,1244737536,1
9.4,5.8,0,100,9.6,5.8,10,2,50.8,1641418752,970006528,446373888,3160080384,1244737536,1
4.1,4,4,100,13.2,4,4.2,3.8,50.8,1641418752,970006528,446373888,3160080384,1244737536,1
2,5.8,5.8,100,2,2,8,11.1,50.8,1641418752,970006528,446373888,3160080384,1244737536,1
5.9,4.1,2,100,2,5.9,11.3,4,50.8,1641418752,970006528,446382080,3160072192,1244737536,1
7.5,4,9.6,100,5.9,0,8.2,5.8,50.8,1641418752,970006528,446382080,3160072192,1244737536,1
9.6,2,3.8,100,10,2,15.1,2,50.8,1641664512,970006528,446382080,3160084480,1244737536,1
2.1,2,11.3,100,4.1,2,9.8,6.1,50.8,1641664512,970006528,446382080,3160084480,1244737536,1
7.7,5.8,11.1,100,11.3,0,3.9,9.8,50.8,1641664512,970014720,446382080,3160084480,1244737536,1
7.7,3.9,2,100,4.1,3.8,4,6,50.8,1641664512,970014720,446382080,3160084480,1244737536,1
9.4,7.7,3.9,100,2,2,7.7,4,50.8,1641721856,970014720,446382080,3160084480,1244737536,1
3.9,0,0,100,2,2,0,6,50.8,1641664512,970014720,446382080,3160084480,1244737536,1
11.1,2,3.9,100,11.3,3.9,5.9,4.1,50.8,1641664512,970014720,446382080,3160084480,1244737536,1
5.9,5.8,2,100,6,0,7.7,7.7,50.8,1640890368,970014720,446382080,3160084480,1244737536,1
4.1,3.9,3.9,100,7.8,5.9,9.6,0,50.8,1641263104,970014720,446390272,3160076288,1244737536,1
4.1,2,2,100,6.1,0,2,2,50.8,1641140224,970022912,446390272,3160084480,1244737536,1
6.2,2,2,100,4.1,0,2,0,50.8,1641140224,970022912,446390272,3160084480,1244737536,1
4.2,0,0,100,4,2,4,2,50.8,1641140224,970022912,446390272,3160084480,1244737536,1
11.1,11.3,3.9,100,0,2,7.7,0,50.8,1641136128,970022912,446390272,3160088576,1244737536,1
4.1,5.8,0,100,9.6,0,4.1,0,50.8,1641136128,970022912,446390272,3160088576,1244737536,1
9.6,2,5.8,100,2,7.8,7.7,4,50.8,1641136128,970022912,446390272,3160088576,1244737536,1
14.5,2,0,100,2.1,0,2,0,50.8,1641136128,970022912,446390272,3160088576,1244737536,1
4.1,5.8,3.9,100,4.1,0,4.1,0,50.8,1641250816,970022912,446390272,3160088576,1244737536,1
5.9,5.9,2,100,13.2,0,4,3.9,50.8,1641136128,970022912,446390272,3160088576,1244737536,1
8,2,3.9,100,4,0,7.7,0,50.8,1641381888,970022912,446398464,3160092672,1244737536,1
11.1,9.3,0,100,6,3.9,5.9,4,50.8,1641381888,970022912,446398464,3160092672,1244737536,1
11.5,3.9,2,100,7.8,2,6,5.8,50.8,1641381888,970022912,446398464,3160092672,1244737536,1
5.9,2,2,100,5.9,2,4.2,3.8,50.8,1641377792,970031104,446398464,3160096768,1244737536,1
6,0,4,100,9.6,2,2.1,0,50.8,1641635840,970031104,446398464,3160096768,1244737536,1
5.9,0,0,100,6,0,4,0,50.8,1641635840,970031104,446398464,3160096768,1244737536,1
2,0,0,100,9.6,0,6,2,50.8,1641635840,970031104,446398464,3160096768,1244737536,1
2,2,3.9,100,7.8,0,2.1,7.5,50.8,1641635840,970031104,446398464,3160096768,1244737536,1
5.8,2,0,100,11.3,2,6,0,50.8,1641631744,970031104,446398464,3160100864,1244741632,1
2,0,0,100,2,2,2,0,50.8,1641623552,970031104,446398464,3160109056,1244741632,1
5.9,2,2,100,3.9,5.9,4,7.8,50.8,1641938944,970031104,446406656,3160100864,1244741632,1
7.8,14.3,0,100,4,7.8,7.7,5.9,50.8,1641873408,970039296,446406656,3160109056,1244741632,1
4.1,0,0,100,0,5.9,0,3.9,50.8,1641869312,970039296,446406656,3160113152,1244741632,1
4.2,0,3.9,100,0,5.9,0,0,50.8,1641869312,970039296,446406656,3160113152,1244741632,1
7.7,2,2,100,8,0,11.1,0,50.8,1641869312,970039296,446406656,3160113152,1244741632,1
4.1,14.3,0,100,5.9,0,9.4,0,50.8,1641869312,970039296,446406656,3160113152,1244741632,1
6,0,0,100,2.1,5.8,0,2,50.8,1641869312,970039296,446406656,3160113152,1244741632,1
9.4,7.5,0,100,2.1,2,4.2,2,50.8,1641095168,970039296,446406656,3160113152,1244741632,1
9.8,7.7,2,100,4.1,2,6.1,0,50.8,1641209856,970039296,446406656,3160113152,1244741632,1
9.4,3.8,0,100,4,5.9,2.1,5.7,50.8,1641095168,970039296,446406656,3160113152,1244741632,1
4.2,0,7.5,100,5.9,2,5.9,2,50.8,1641095168,970039296,446414848,3160104960,1244741632,1
11.3,5.8,2,100,6.1,0,5.9,0,50.8,1641086976,970039296,446414848,3160113152,1244741632,1
4.2,4,2,100,4,2,4,0,50.8,1641082880,970039296,446414848,3160117248,1244741632,1
9.4,3.9,2,100,5.8,6,4,2,50.8,1641082880,970039296,446414848,3160117248,1244741632,1
4.1,7.7,2,100,2.1,7.7,4,0,50.8,1641082880,970039296,446414848,3160117248,1244741632,1
0,2,3.9,100,6,0,4.2,0,50.8,1641082880,970047488,446414848,3160117248,1244741632,1
6,7.5,0,100,13,3.8,4.2,0,50.8,1641078784,970047488,446414848,3160121344,1244741632,1
4.2,0,0,100,2.1,2,6,0,50.8,1641078784,970047488,446414848,3160121344,1244741632,1
2.1,7.5,2,100,9.6,7.5,9.6,0,50.8,1641078784,970047488,446414848,3160121344,1244741632,1
5.9,7.7,2,100,9.8,2,6.1,3.8,50.8,1641078784,970047488,446414848,3160121344,1244741632,1
5.9,4,5.8,100,6.2,3.8,4,5.8,50.8,1641070592,970047488,446423040,3160121344,1244741632,1
7.7,2,7.7,100,11.3,0,6.1,7.7,50.8,1641070592,970047488,446423040,3160121344,1244741632,1
7.5,5.8,9.6,100,4.1,2,9.8,0,50.8,1641070592,970047488,446423040,3160121344,1244741632,1
0,0,0,100,2,4,2.1,0,50.8,1641070592,970055680,446423040,3160121344,1244741632,1
9.4,3.9,3.8,100,9.8,0,4.1,2,50.8,1641066496,970055680,446423040,3160125440,1244741632,1
7.7,3.9,2,100,7.8,0,4.1,2,50.8,1641066496,970055680,446423040,3160125440,1244741632,1
7.8,4,2,100,4,2,4.1,4,50.8,1641324544,970055680,446423040,3160125440,1244741632,1
9.8,3.8,5.7,100,4.1,0,4,3.8,50.8,1641582592,970055680,446423040,3160125440,1244741632,1
7.7,2,2,100,7.8,2,0,7.7,50.8,1641639936,970055680,446423040,3160125440,1244741632,1
2.1,5.7,0,100,9.6,0,0,0,50.8,1641582592,970055680,446423040,3160125440,1244741632,1
15.8,4.1,0,100,0,7.5,12.7,0,50.8,1641574400,970063872,446431232,3160125440,1244741632,1
6,7.4,0,100,6.1,3.9,2,3.9,50.8,1641574400,970063872,446431232,3160125440,1244741632,1
11.1,0,2,100,5.8,4.1,0,0,50.8,1641574400,970063872,446431232,3160125440,1244741632,1
5.9,3.9,0,100,2,5.8,6,6,50.8,1641574400,970063872,446431232,3160125440,1244741632,1
11.1,3.9,7.7,100,10.9,2,5.9,2,50.8,1641631744,970063872,446431232,3160125440,1244741632,1
7.7,3.8,2.1,100,7.8,0,7.7,0,50.8,1641566208,970063872,446431232,3160133632,1244741632,1
11.3,7.5,0,100,11.3,7.5,7.8,2,50.8,1641566208,970063872,446431232,3160133632,1244741632,1
14.8,0,3.9,100,5.9,0,6,3.8,50.8,1641566208,970063872,446431232,3160133632,1244741632,1
14.3,0,5.8,100,0,2,4.1,0,50.8,1641308160,970063872,446431232,3160133632,1244741632,1
4,5.8,6,100,4.1,5.7,2,0,50.8,1641365504,970063872,446431232,3160133632,1244741632,1
7.5,5.8,2.1,100,6,2.1,2,0,50.8,1641365504,970063872,446439424,3160125440,1244741632,1
0,0,0,100,9.4,2,4,0,50.8,1641299968,970072064,446439424,3160133632,1244741632,1
6,14,0,100,2,5.9,4.1,2,50.8,1641299968,970072064,446439424,3160133632,1244741632,1
7.7,10.9,2,100,9.4,4,11.3,2,50.8,1641295872,970072064,446439424,3160137728,1244741632,1
13.2,9.3,3.8,100,4.1,3.9,2.1,7.5,50.8,1641291776,970072064,446439424,3160141824,1244741632,1
2.1,0,0,100,4.1,3.9,2,3.9,50.8,1641291776,970072064,446439424,3160141824,1244741632,1
11.3,2,3.9,100,6.1,2,7.7,0,50.8,1641291776,970072064,446439424,3160141824,1244741632,1
5.9,5.9,7.5,100,4.1,2,0,3.9,50.8,1641349120,970072064,446439424,3160141824,1244741632,1
13,0,0,100,2,0,9.6,2,50.8,1641349120,970072064,446439424,3160141824,1244741632,1
6,7.5,0,100,8.2,2,2,0,50.8,1641291776,970072064,446439424,3160141824,1244741632,1
15.8,5.9,2,100,14.8,8,2.1,5.9,50.8,1641283584,970072064,446447616,3160141824,1244741632,1
6,7.5,3.9,100,2,4,3.9,9.4,50.8,1641340928,970072064,446447616,3160141824,1244741632,1
5.9,4,3.9,100,4,11.5,0,2,50.8,1641279488,970072064,446447616,3160145920,1244745728,1
2,13,3.9,100,0,4.1,0,0,50.8,1641279488,970072064,446447616,3160145920,1244745728,1
13.2,9.3,5.8,100,9.4,2,4.1,5.9,50.8,1641275392,970072064,446447616,3160150016,1244745728,1
6.1,3.8,2,100,4.1,2,9.8,2,50.8,1641275392,970072064,446447616,3160150016,1244745728,1
5.9,4.1,3.8,100,7.8,3.9,9.4,4,50.8,1641275392,970080256,446447616,3160150016,1244745728,1
7.8,3.9,0,100,6,7.7,0,7.7,50.8,1641275392,970080256,446447616,3160150016,1244745728,1
6,3.9,2,100,10,4,6,2,50.8,1641275392,970080256,446447616,3160150016,1244745728,1
5.9,2,2,100,2,13.2,5.9,0,50.8,1641275392,970080256,446447616,3160150016,1244745728,1
11.5,2,2,100,5.9,7.7,6,0,50.8,1641267200,970088448,446455808,3160150016,1244745728,1
6.1,3.8,0,100,2,0,2,4,50.8,1641267200,970088448,446455808,3160150016,1244745728,1
11.3,9.3,4,100,7.8,0,2,5.8,50.8,1641267200,970088448,446455808,3160150016,1244745728,1
3.9,2,0,100,16.4,0,3.9,0,50.8,1641525248,970088448,446455808,3160150016,1244745728,1
4.1,5.9,2,100,4,2,4.2,2,50.8,1641525248,970088448,446455808,3160150016,1244745728,1
4,6,0,100,2.1,0,2,7.7,50.8,1641525248,970088448,446455808,3160150016,1244745728,1
7.7,3.9,0,100,4,5.8,5.9,2,50.8,1641517056,970088448,446455808,3160158208,1244745728,1
5.9,3.9,0,100,9.8,0,0,0,50.8,1641517056,970088448,446455808,3160158208,1244745728,1
14.8,4,5.9,100,4.2,4,8,0,50.8,1641517056,970088448,446455808,3160158208,1244745728,1
9.8,4,3.9,100,6,0,6,3.9,50.8,1641373696,970088448,446455808,3160158208,1244745728,1
4.2,2,0,100,6,2,4,2,50.8,1641246720,970096640,446464000,3160162304,1244745728,1
5.9,4,0,100,11.3,2,6,2,50.8,1641304064,970096640,446464000,3160162304,1244745728,1
14.5,3.9,0,100,9.8,7.7,4,4,50.8,1640214528,970096640,446464000,3160162304,1244745728,1
5.9,7.7,0,100,2.1,2,4,2,50.8,1640214528,970096640,446464000,3160162304,1244745728,1
4.1,7.7,0,100,8,0,4,3.9,50.8,1640210432,970096640,446464000,3160166400,1244745728,1
5.9,2,4,100,3.9,2,8,2,50.8,1640210432,970096640,446464000,3160166400,1244745728,1
11.3,9.1,2,100,6,3.9,7.7,0,50.8,1640210432,970096640,446464000,3160166400,1244745728,1
9.6,5.9,3.8,100,4.1,0,0,2,50.8,1640210432,970096640,446464000,3160166400,1244745728,1
13,10.9,0,100,7.7,5.8,6,5.9,50.8,1640210432,970096640,446464000,3160166400,1244745728,1
7.7,14,2,100,4.1,3.9,2,2,50.8,1640210432,970096640,446464000,3160166400,1244745728,1
4.1,2,0,100,4.2,2,0,3.9,50.8,1640202240,970096640,446472192,3160166400,1244745728,1
12.7,6,2,100,4,0,2.1,2,50.8,1640202240,970104832,446472192,3160166400,1244745728,1
4.1,3.9,0,100,0,2,4.1,2,50.8,1640202240,970104832,446472192,3160166400,1244745728,1
4,0,0,100,0,5.8,6,2.1,50.8,1640202240,970104832,446472192,3160166400,1244745728,1
11.1,3.9,0,100,7.8,0,2,4,50.8,1640202240,970104832,446472192,3160166400,1244745728,1
6.1,9.3,7.4,100,7.7,2,6,2,50.8,1640259584,970104832,446472192,3160166400,1244745728,1
7.7,2,2,100,4,2,5.7,7.8,50.8,1640202240,970104832,446472192,3160166400,1244745728,1
2,3.9,2,100,4,4,0,9.3,50.8,1640202240,970104832,446472192,3160166400,1244745728,1
9.4,2,2,100,5.9,2,4,2,50.8,1640198144,970104832,446472192,3160170496,1244745728,1
2,2,0,100,0,2.1,0,0,50.8,1640255488,970104832,446472192,3160170496,1244745728,1
11.5,5.9,2,100,7.8,4,12.7,2,50.8,1640189952,970104832,446480384,3160170496,1244745728,1
5.9,3.9,0,100,2.1,0,2,0,50.8,1640189952,970113024,446480384,3160170496,1244745728,1
6,3.9,2,100,0,2,6,0,50.8,1640189952,970113024,446480384,3160170496,1244745728,1
0,0,2,100,7.8,0,0,2,50.8,1640247296,970113024,446480384,3160170496,1244745728,1
4.1,5.8,2,100,4.2,0,7.8,0,50.8,1640185856,970113024,446480384,3160174592,1244745728,1
2,2,0,100,3.9,0,11.3,0,50.8,1640185856,970113024,446480384,3160174592,1244745728,1
4.1,5.8,3.9,100,0,2,3.9,2,50.8,1640181760,970113024,446480384,3160178688,1244745728,1
11.3,7.5,2,100,5.8,2,6,7.7,50.8,1639981056,970113024,446480384,3160178688,1244745728,1
6,2,2,100,4.1,0,6,4,50.8,1639923712,970113024,446480384,3160178688,1244745728,1
6,3.9,0,100,7.8,2,2,0,50.8,1639923712,970113024,446480384,3160178688,1244745728,1
13,2,0,100,4.1,5.9,5.9,0,50.8,1639923712,970113024,446488576,3160170496,1244745728,1
9.6,5.9,0,100,0,0,11.3,2,50.8,1639981056,970113024,446488576,3160170496,1244745728,1
4.1,4,2,100,4.1,5.8,0,3.9,50.8,1639923712,970113024,446488576,3160170496,1244745728,1
11.1,5.8,4,100,7.8,5.8,11.1,0,50.8,1639919616,970113024,446488576,3160174592,1244745728,1
6,5.8,5.9,100,4.1,0,7.7,0,50.8,1639919616,970113024,446488576,3160174592,1244745728,1
13.2,3.9,7.5,100,4,0,0,2,50.8,1639976960,970113024,446488576,3160174592,1244745728,1
7.7,2,3.9,100,6,5.8,2,5.9,50.8,1639972864,970113024,446488576,3160178688,1244745728,1
9.4,7.4,2,100,9.8,0,5.9,0,50.8,1639972864,970113024,446488576,3160178688,1244745728,1
13,2,0,100,14.8,0,2,2,50.8,1639907328,970121216,446488576,3160186880,1244745728,1
5.9,0,0,100,2.1,0,0,7.7,50.8,1640165376,970121216,446488576,3160186880,1244745728,1
9.6,4,2,100,5.9,2,9.3,7.8,50.8,1640165376,970121216,446496768,3160178688,1244745728,1
7.8,2,2,100,4,3.8,0,3.9,50.8,1640157184,970129408,446496768,3160186880,1244745728,1
11.5,7.8,2,100,5.9,2,5.9,2,50.8,1640157184,970129408,446496768,3160186880,1244745728,1
9.6,3.8,5.8,100,6,3.9,11.3,2,50.8,1640157184,970129408,446496768,3160186880,1244745728,1
2,2,3.9,100,2,5.7,4.2,2,50.8,1640157184,970129408,446496768,3160186880,1244745728,1
2.1,0,5.8,100,2,2,0,3.9,50.8,1640157184,970129408,446496768,3160186880,1244745728,1
5.9,0,3.9,100,4.1,2.1,4,4,50.8,1640210432,970129408,446496768,3160190976,1244745728,1
5.9,2,0,100,9.4,2,6,3.9,50.8,1640206336,970129408,446496768,3160195072,1244749824,1
2,0,3.9,100,7.8,0,4.1,2,50.8,1640144896,970129408,446496768,3160199168,1244749824,1
3.9,5.9,3.9,100,4,0,4.1,0,50.8,1640402944,970129408,446496768,3160199168,1244749824,1
9.6,4,0,100,7.7,5.9,4.1,0,50.8,1640398848,970133504,446504960,3160195072,1244749824,1
6,0,0,100,6,0,11.3,2,50.8,1640394752,970133504,446504960,3160199168,1244749824,1
7.7,5.8,7.7,100,5.9,0,11.5,0,50.8,1640394752,970137600,446504960,3160199168,1244749824,1
3.9,2,5.9,100,7.8,2,9.8,2,50.8,1640394752,970137600,446504960,3160199168,1244749824,1
17.2,3.9,7.5,100,7.8,5.9,7.8,2,50.8,1640394752,970137600,446504960,3160199168,1244749824,1
9.4,0,2,100,7.7,2,4.1,2,50.8,1640394752,970137600,446504960,3160199168,1244749824,1
9.8,5.9,2,100,4.1,0,2,2,50.8,1640390656,970137600,446504960,3160203264,1244749824,1
7.8,4,2,100,5.9,0,7.7,2,50.8,1640390656,970137600,446504960,3160203264,1244749824,1
11.1,16.4,0,100,11.1,0,5.9,5.8,50.8,1640448000,970137600,446504960,3160203264,1244749824,1
3.9,5.7,3.9,100,5.9,4,9.6,2,50.8,1640648704,970137600,446504960,3160203264,1244749824,1
6,4,7.5,100,4,5.8,4,3.8,50.8,1640894464,970145792,446513152,3160207360,1244749824,1
2,2,4,100,5.9,4,2.1,2,50.8,1640378368,970145792,446513152,3160207360,1244749824,1
12.7,0,7.8,100,3.9,3.8,13,0,50.8,1640378368,970145792,446513152,3160207360,1244749824,1
4.2,3.9,3.9,100,7.8,2,3.9,0,50.8,1640378368,970145792,446513152,3160207360,1244749824,1
4,2,0,100,7.7,2,6,4,50.8,1640435712,970145792,446513152,3160207360,1244749824,1
5.9,2,2,100,6,3.9,0,0,50.8,1640435712,970145792,446513152,3160207360,1244749824,1
2,2,2,100,8,0,2.1,0,50.8,1640378368,970145792,446513152,3160207360,1244749824,1
4.1,5.8,2,100,2,5.9,2,0,50.8,1640378368,970145792,446513152,3160207360,1244749824,1
6,0,0,100,6,5.9,7.7,5.8,50.8,1640628224,970145792,446513152,3160215552,1244749824,1
7.7,2,2,100,2,3.9,4.1,3.9,50.8,1640370176,970145792,446513152,3160215552,1244749824,1
5.9,2,0,100,2.1,3.9,2,0,50.8,1640370176,970145792,446521344,3160207360,1244749824,1
12.5,7.5,0,100,4.2,0,9.4,2,50.8,1640361984,970153984,446521344,3160215552,1244749824,1
9.3,4,2,100,6,0,11.3,0,50.8,1640361984,970153984,446521344,3160215552,1244749824,1
4.1,2,2,100,13.2,0,2,2,50.8,1640357888,970153984,446521344,3160219648,1244749824,1
7.7,4,5.9,100,2,4,11.3,0,50.8,1640353792,970153984,446521344,3160223744,1244749824,1
7.8,10.9,2,100,0,0,2.1,0,50.8,1640353792,970153984,446521344,3160223744,1244749824,1
13.2,9.4,0,100,4,4,7.7,0,50.8,1640411136,970153984,446521344,3160223744,1244749824,1
7.7,6,2,100,4,2,5.9,2,50.8,1640353792,970153984,446521344,3160223744,1244749824,1
7.8,5.9,2,100,4,0,2.1,0,50.8,1640349696,970153984,446521344,3160227840,1244749824,1
9.6,0,0,100,0,2,4,0,50.8,1640349696,970153984,446521344,3160227840,1244749824,1
9.6,2,3.9,100,9.4,2,11.3,2,50.8,1640398848,970153984,446529536,3160227840,1244749824,1
5.9,2,0,100,6,2,9.6,3.9,50.8,1640341504,970153984,446529536,3160227840,1244749824,1
9.8,3.9,0,100,6,4,2,3.9,50.8,1640341504,970153984,446529536,3160227840,1244749824,1
8,0,2,100,2,2,4.1,3.9,50.8,1640341504,970162176,446529536,3160227840,1244749824,1
5.9,2,2,100,0,2,9.8,3.9,50.8,1640341504,970162176,446529536,3160227840,1244749824,1
6,5.8,2,100,5.9,7.7,2,0,50.8,1640599552,970162176,446529536,3160227840,1244749824,1
9.4,7.7,2,100,5.9,9.8,5.9,0,50.8,1640599552,970162176,446529536,3160227840,1244749824,1
4,7.5,0,100,5.9,2,9.4,2,50.8,1640083456,970162176,446529536,3160227840,1244749824,1
13,4,2,100,9.6,0,6,0,50.8,1640136704,970162176,446529536,3160231936,1244749824,1
7.7,2,0,100,4.1,3.9,2.1,2,50.8,1640079360,970162176,446529536,3160231936,1244749824,1
14.5,3.9,9.3,100,0,5.9,14.3,5.8,50.8,1640071168,970162176,446537728,3160231936,1244749824,1
2.1,3.9,2,100,14.8,3.9,4,0,50.8,1640071168,970162176,446537728,3160231936,1244749824,1
13,0,3.9,100,2.1,2,2.1,3.8,50.8,1640185856,970162176,446537728,3160231936,1244749824,1
7.7,5.8,0,100,5.9,0,5.9,2,50.8,1640071168,970162176,446537728,3160231936,1244749824,1
11.1,4,0,100,7.7,3.8,9.6,0,50.8,1640071168,970162176,446537728,3160231936,1244749824,1
9.6,2,0,100,4,4,2,0,50.8,1640071168,970162176,446537728,3160231936,1244749824,1
17.5,7.7,2,100,5.9,2,4.1,2,50.8,1640067072,970162176,446537728,3160236032,1244753920,1
17.5,3.9,4,100,0,2,2,7.7,50.8,1640067072,970162176,446537728,3160236032,1244753920,1
9.4,0,7.7,100,4,0,9.4,0,50.8,1640062976,970162176,446537728,3160240128,1244753920,1
7.7,2,3.9,100,6,3.9,6,3.9,50.8,1640062976,970162176,446537728,3160240128,1244753920,1
4,3.9,2,100,9.4,7.5,4.2,0,50.8,1640321024,970162176,446545920,3160231936,1244753920,1
4.1,4,0,100,3.9,5.7,2.1,3.9,50.8,1640304640,970162176,446545920,3160248320,1244753920,1
12.7,2,2,100,5.9,3.9,9.8,5.9,50.8,1640304640,970162176,446545920,3160248320,1244753920,1
0,5.8,2,100,8,5.7,6,2,50.8,1640304640,970162176,446545920,3160248320,1244753920,1
5.8,7.7,0,100,4.1,0,0,2,50.8,1640304640,970170368,446545920,3160248320,1244753920,1
4,0,2,100,7.8,2,4,0,50.8,1640304640,970170368,446545920,3160248320,1244753920,1
13,9.3,2,100,4.1,9.6,5.9,4,50.8,1640304640,970170368,446545920,3160248320,1244753920,1
11.3,2,3.8,100,7.7,0,9.6,2,50.8,1640304640,970178560,446545920,3160248320,1244753920,1
2,4.1,3.9,100,7.8,3.9,6,0,50.8,1640300544,970178560,446545920,3160252416,1244753920,1
11.1,4,0,100,4,2,7.7,2,50.8,1640300544,970178560,446545920,3160252416,1244753920,1
13,2,2,100,4,6,9.8,3.8,50.8,1640300544,970178560,446554112,3160244224,1244753920,1
